"PolicyID","ClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density"
37500,799,2,1,"f",12,70,"other","Regular","Centre",4116
37500,1170,2,1,"f",12,70,"other","Regular","Centre",4116
37503,72479,1,0.06,"e",0,32,"Renault, Nissan or Citroen","Diesel","Centre",4116
37550,48,1,1,"e",8,30,"Renault, Nissan or Citroen","Regular","Centre",1027
37597,1136,1,1,"d",4,79,"Renault, Nissan or Citroen","Regular","Centre",335
37619,2788,1,0.1,"g",11,52,"Renault, Nissan or Citroen","Regular","Centre",370
37647,2908,1,1,"f",4,78,"Renault, Nissan or Citroen","Regular","Bretagne",54
37662,76,1,0.93,"d",2,72,"Renault, Nissan or Citroen","Regular","Centre",73
37682,411,1,1,"f",7,51,"Renault, Nissan or Citroen","Diesel","Bretagne",175
37749,581,1,0.47,"e",6,44,"Opel, General Motors or Ford","Diesel","Pays-de-la-Loire",4128
37761,1050,1,1,"e",7,39,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",1265
37765,345,1,0.48,"j",6,50,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",197
37836,1099,1,0.81,"d",1,50,"Renault, Nissan or Citroen","Regular","Ile-de-France",4427
37838,1169,1,1,"i",22,56,"Opel, General Motors or Ford","Regular","Poitou-Charentes",227
37843,613,1,1,"g",7,55,"Renault, Nissan or Citroen","Diesel","Ile-de-France",6736
37872,760,1,1,"f",4,63,"Renault, Nissan or Citroen","Diesel","Ile-de-France",5202
37878,1176,1,0.56,"f",19,64,"Renault, Nissan or Citroen","Regular","Centre",182
37881,1162,1,1,"f",3,61,"Renault, Nissan or Citroen","Diesel","Centre",17
37891,1114,1,1,"d",14,47,"Renault, Nissan or Citroen","Regular","Centre",31
37936,1133,1,0.1,"e",0,66,"Renault, Nissan or Citroen","Diesel","Centre",50
37964,519,1,0.75,"f",10,48,"Renault, Nissan or Citroen","Diesel","Centre",214
37968,1162,1,1,"d",10,72,"Opel, General Motors or Ford","Regular","Centre",49
37986,8975,1,0.41,"m",1,86,"Renault, Nissan or Citroen","Regular","Centre",61
38051,1135,1,0.5,"g",2,60,"Mercedes, Chrysler or BMW","Diesel","Centre",295
38077,360,1,1,"d",8,78,"Renault, Nissan or Citroen","Regular","Centre",252
38097,1197,1,0.59,"f",12,43,"Renault, Nissan or Citroen","Diesel","Centre",18
38112,742,1,0.87,"e",12,38,"Renault, Nissan or Citroen","Diesel","Centre",79
38151,138,1,1,"d",3,69,"Renault, Nissan or Citroen","Regular","Centre",26
38157,1220,1,1,"g",12,43,"Renault, Nissan or Citroen","Regular","Centre",23
38276,1088,2,0.83,"h",1,51,"Renault, Nissan or Citroen","Diesel","Ile-de-France",27000
38276,1422,2,0.83,"h",1,51,"Renault, Nissan or Citroen","Diesel","Ile-de-France",27000
38324,987,1,1,"f",6,64,"Renault, Nissan or Citroen","Diesel","Bretagne",3386
38385,151,1,0.66,"e",9,53,"Opel, General Motors or Ford","Diesel","Basse-Normandie",122
38415,17183,1,0.17,"e",8,80,"Renault, Nissan or Citroen","Regular","Centre",51
38460,1185,1,0.5,"h",2,50,"Mercedes, Chrysler or BMW","Diesel","Centre",182
38463,21,1,0.26,"f",11,39,"Fiat","Regular","Basse-Normandie",283
38467,91,1,1,"f",3,45,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",67
38477,574,1,1,"e",10,51,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",983
38496,972,1,0.03,"d",11,38,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",4128
38522,273,1,1,"d",22,66,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",45
38552,1177,2,1,"f",4,53,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",46
38552,1745,2,1,"f",4,53,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",46
38558,1186,1,0.29,"f",18,80,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",102
38646,1051,1,0.96,"h",12,50,"Renault, Nissan or Citroen","Diesel","Bretagne",97
38647,3453,1,1,"f",8,49,"Renault, Nissan or Citroen","Diesel","Bretagne",54
38650,896,1,1,"e",4,50,"Opel, General Motors or Ford","Regular","Bretagne",229
38662,653,1,1,"f",6,39,"Renault, Nissan or Citroen","Diesel","Bretagne",1165
38689,1111,1,0.09,"f",15,39,"Renault, Nissan or Citroen","Diesel","Centre",32
38697,1079,1,1,"g",6,51,"Mercedes, Chrysler or BMW","Diesel","Centre",393
38724,1184,1,1,"g",11,44,"Renault, Nissan or Citroen","Regular","Centre",105
38843,1155,1,0.86,"g",14,48,"Renault, Nissan or Citroen","Regular","Bretagne",287
38845,1139,1,1,"m",3,45,"Opel, General Motors or Ford","Regular","Poitou-Charentes",831
38855,1568,1,0.26,"e",7,51,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
38861,1376,1,1,"g",5,37,"Renault, Nissan or Citroen","Diesel","Bretagne",153
38862,227,1,1,"i",24,55,"Opel, General Motors or Ford","Regular","Centre",73
38901,1102,1,1,"g",7,52,"Renault, Nissan or Citroen","Regular","Bretagne",152
38917,824,1,0.26,"g",5,54,"Fiat","Diesel","Bretagne",473
38918,3499,1,1,"d",3,36,"Opel, General Motors or Ford","Diesel","Bretagne",3021
38929,1324,1,0.52,"j",0,45,"other","Diesel","Ile-de-France",3341
38965,1104,1,0.48,"e",12,48,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",4128
38987,2157,1,1,"f",7,77,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",2767
38994,71,1,1,"f",5,55,"Renault, Nissan or Citroen","Diesel","Basse-Normandie",283
39011,1179,1,1,"f",11,46,"Renault, Nissan or Citroen","Diesel","Bretagne",125
39058,2198,1,0.62,"g",15,41,"Renault, Nissan or Citroen","Regular","Centre",1109
39068,905,1,0.66,"f",9,66,"Renault, Nissan or Citroen","Diesel","Centre",4116
39089,1100,1,1,"f",9,35,"Renault, Nissan or Citroen","Diesel","Centre",12
39114,107,1,1,"f",6,49,"Renault, Nissan or Citroen","Diesel","Centre",56
39123,1148,1,1,"f",9,38,"Renault, Nissan or Citroen","Diesel","Ile-de-France",1380
39148,1167,1,1,"d",13,72,"Renault, Nissan or Citroen","Regular","Centre",110
39153,1078,1,1,"f",6,75,"Renault, Nissan or Citroen","Diesel","Centre",16
39157,45531,1,1,"g",3,59,"Renault, Nissan or Citroen","Regular","Centre",60
39213,4436,1,0.21,"e",3,52,"Renault, Nissan or Citroen","Diesel","Centre",72
39219,67,1,0.64,"g",5,54,"Renault, Nissan or Citroen","Diesel","Centre",405
39227,1205,1,1,"i",10,40,"Renault, Nissan or Citroen","Regular","Centre",57
39287,1010,1,0.74,"f",1,80,"Renault, Nissan or Citroen","Diesel","Centre",14
39290,564,1,1,"e",1,53,"Renault, Nissan or Citroen","Regular","Centre",30
39308,1060,1,1,"i",7,65,"Mercedes, Chrysler or BMW","Diesel","Centre",91
39320,1139,1,1,"g",6,60,"Renault, Nissan or Citroen","Diesel","Bretagne",34
39326,431,1,1,"d",14,52,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",983
39354,4000,1,0.1,"g",3,50,"Renault, Nissan or Citroen","Regular","Centre",3866
39376,2402,1,0.86,"e",4,36,"Opel, General Motors or Ford","Diesel","Pays-de-la-Loire",4128
39391,1172,1,0.71,"j",14,51,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",983
39397,79,1,1,"f",3,55,"Opel, General Motors or Ford","Diesel","Bretagne",287
39398,1190,1,1,"h",16,48,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",295
39401,4567,1,0.86,"k",4,47,"Renault, Nissan or Citroen","Regular","Centre",198
39433,1102,1,0.09,"j",10,37,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",226
39446,43,1,0.48,"h",1,58,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",27000
39458,1158,1,1,"e",2,44,"Volkswagen, Audi, Skoda or Seat","Diesel","Pays-de-la-Loire",713
39462,1145,1,1,"e",6,71,"Fiat","Regular","Bretagne",634
39469,1116,2,1,"e",1,41,"Fiat","Regular","Bretagne",473
39469,1145,2,1,"e",1,41,"Fiat","Regular","Bretagne",473
39475,1103,1,1,"j",11,38,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",109
39488,63,1,0.93,"d",6,35,"Opel, General Motors or Ford","Regular","Centre",298
39495,512,1,0.12,"d",10,57,"Renault, Nissan or Citroen","Regular","Ile-de-France",2190
39523,1121,1,1,"i",13,65,"Opel, General Motors or Ford","Regular","Centre",2715
39540,203,1,0.57,"f",0,36,"Opel, General Motors or Ford","Diesel","Centre",1027
39541,2552,1,1,"g",9,76,"Renault, Nissan or Citroen","Regular","Centre",50
39562,1065,1,1,"f",3,51,"Opel, General Motors or Ford","Diesel","Centre",27
39578,1137,1,1,"e",9,31,"Opel, General Motors or Ford","Diesel","Centre",22
39584,2900,1,0.74,"f",1,47,"Renault, Nissan or Citroen","Diesel","Centre",73
39599,1113,1,0.63,"e",15,33,"Renault, Nissan or Citroen","Diesel","Centre",2715
39613,1128,1,0.79,"f",4,50,"Renault, Nissan or Citroen","Diesel","Centre",50
39628,338,1,0.87,"f",10,66,"Fiat","Diesel","Ile-de-France",3997
39724,75,1,0.84,"j",3,51,"Mercedes, Chrysler or BMW","Regular","Centre",64
39734,1401,1,0.53,"m",0,51,"Fiat","Regular","Centre",46
39740,5740,1,0.02,"e",9,34,"Renault, Nissan or Citroen","Diesel","Centre",78
39748,1171,1,0.33,"f",1,49,"Renault, Nissan or Citroen","Diesel","Centre",29
39776,87,1,1,"f",4,43,"Renault, Nissan or Citroen","Diesel","Centre",15
39794,1107,1,0.94,"f",11,51,"Renault, Nissan or Citroen","Diesel","Centre",73
39814,61,1,1,"g",5,40,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",405
39861,1111,1,0.74,"h",10,21,"Fiat","Regular","Centre",405
39866,1125,1,0.78,"f",12,69,"Renault, Nissan or Citroen","Diesel","Centre",155
39873,66,1,0.24,"g",2,57,"Renault, Nissan or Citroen","Diesel","Centre",84
39886,1149,1,0.75,"k",5,45,"Opel, General Motors or Ford","Diesel","Centre",192
39940,60,1,0.83,"f",8,64,"Renault, Nissan or Citroen","Diesel","Centre",29
40015,1155,1,0.41,"d",13,51,"Fiat","Regular","Centre",31
40018,2533,1,0.02,"d",11,87,"Renault, Nissan or Citroen","Regular","Centre",232
40033,375,1,1,"f",4,33,"Renault, Nissan or Citroen","Diesel","Centre",10
40084,1133,1,1,"g",12,42,"Renault, Nissan or Citroen","Diesel","Centre",2715
40087,90,1,1,"g",4,33,"Renault, Nissan or Citroen","Diesel","Centre",9
40106,1158,1,1,"f",31,46,"Renault, Nissan or Citroen","Diesel","Centre",50
40120,3770,1,0.32,"f",4,40,"Renault, Nissan or Citroen","Diesel","Centre",138
40140,1986,1,1,"f",5,76,"Renault, Nissan or Citroen","Diesel","Centre",50
40161,515,1,1,"e",8,35,"Opel, General Motors or Ford","Diesel","Centre",741
40187,153,1,0.99,"g",4,41,"Opel, General Motors or Ford","Regular","Pays-de-la-Loire",983
40194,1744,1,0.54,"g",36,57,"Renault, Nissan or Citroen","Regular","Bretagne",125
40209,1052,1,0.75,"m",6,40,"Mercedes, Chrysler or BMW","Regular","Bretagne",125
40219,1163,2,1,"f",9,64,"Renault, Nissan or Citroen","Diesel","Centre",282
40219,1177,2,1,"f",9,64,"Renault, Nissan or Citroen","Diesel","Centre",282
40238,1117,1,0.59,"g",18,40,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",4128
40248,508,1,1,"f",5,30,"Renault, Nissan or Citroen","Diesel","Centre",282
40253,1115,1,1,"e",15,52,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",4128
40258,30,1,1,"g",6,56,"Opel, General Motors or Ford","Diesel","Bretagne",747
40287,2853,1,0.95,"g",13,81,"Volkswagen, Audi, Skoda or Seat","Regular","Aquitaine",282
40307,1095,1,1,"g",3,40,"Renault, Nissan or Citroen","Regular","Bretagne",58
40308,408,1,1,"h",15,58,"Mercedes, Chrysler or BMW","Regular","Bretagne",634
40323,480,1,0.52,"e",5,67,"other","Diesel","Bretagne",473
40371,635,1,1,"f",11,44,"Renault, Nissan or Citroen","Regular","Centre",92
40381,1076,1,0.63,"k",0,48,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",1329
40410,1169,1,0.16,"g",0,36,"Opel, General Motors or Ford","Regular","Bretagne",58
40424,1618,1,0.3,"g",11,45,"Renault, Nissan or Citroen","Regular","Bretagne",1192
40447,10971,1,0.5,"f",0,48,"Renault, Nissan or Citroen","Regular","Bretagne",151
40453,417,1,0.74,"d",7,55,"Renault, Nissan or Citroen","Regular","Basse-Normandie",48
40465,89,1,1,"f",10,37,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",208
40468,87,1,1,"e",11,49,"Renault, Nissan or Citroen","Diesel","Bretagne",575
40471,530,1,0.59,"g",4,70,"Renault, Nissan or Citroen","Regular","Bretagne",94
40520,1125,1,0.96,"g",0,39,"Renault, Nissan or Citroen","Diesel","Bretagne",146
40526,1133,1,1,"f",12,70,"Japanese (except Nissan) or Korean","Regular","Bretagne",634
40528,1153,1,1,"f",5,71,"Volkswagen, Audi, Skoda or Seat","Regular","Bretagne",3386
40605,1541,1,1,"d",8,55,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",119
40640,3009,1,1,"h",8,51,"Mercedes, Chrysler or BMW","Regular","Ile-de-France",3110
40654,1102,1,1,"g",4,73,"Renault, Nissan or Citroen","Regular","Centre",11
40661,1331,1,0.77,"d",10,36,"Renault, Nissan or Citroen","Regular","Centre",261
40720,1283,1,1,"f",6,41,"Renault, Nissan or Citroen","Diesel","Centre",405
40730,76,1,1,"d",13,44,"Renault, Nissan or Citroen","Regular","Centre",13
40736,698,1,1,"n",7,54,"Mercedes, Chrysler or BMW","Regular","Centre",132
40746,1163,1,1,"h",13,40,"other","Diesel","Centre",399
40751,472,1,1,"f",6,32,"Renault, Nissan or Citroen","Diesel","Centre",29
40760,1175,1,0.66,"i",10,36,"Renault, Nissan or Citroen","Regular","Centre",405
40782,1096,1,0.8,"g",1,55,"Renault, Nissan or Citroen","Diesel","Centre",102
40812,1103,1,1,"f",7,71,"Renault, Nissan or Citroen","Diesel","Centre",50
40867,47,1,1,"f",11,41,"Renault, Nissan or Citroen","Diesel","Centre",38
40909,1320,1,0.41,"d",11,40,"Renault, Nissan or Citroen","Diesel","Centre",203
40913,2307,1,0.09,"g",0,48,"Renault, Nissan or Citroen","Diesel","Centre",149
40934,1179,1,1,"e",11,56,"Renault, Nissan or Citroen","Regular","Centre",1064
40936,69,1,0.99,"d",10,34,"Renault, Nissan or Citroen","Diesel","Centre",203
40946,1000,1,1,"e",9,34,"Renault, Nissan or Citroen","Diesel","Centre",4116
40953,273,1,1,"d",2,38,"Renault, Nissan or Citroen","Regular","Centre",754
40960,3622,1,0.79,"f",6,59,"Renault, Nissan or Citroen","Diesel","Centre",57
41002,620,1,0.15,"f",11,48,"Renault, Nissan or Citroen","Diesel","Ile-de-France",101
41062,1133,1,1,"g",5,51,"Opel, General Motors or Ford","Diesel","Bretagne",431
41083,581,1,0.81,"g",5,65,"Renault, Nissan or Citroen","Diesel","Bretagne",229
41146,4355,1,0.5,"h",8,59,"other","Diesel","Bretagne",152
41160,2255,1,1,"d",14,58,"Opel, General Motors or Ford","Regular","Bretagne",39
41176,1157,2,0.6,"e",12,39,"Renault, Nissan or Citroen","Diesel","Bretagne",229
41176,677,2,0.6,"e",12,39,"Renault, Nissan or Citroen","Diesel","Bretagne",229
41193,1987,1,0.59,"e",4,33,"Opel, General Motors or Ford","Diesel","Pays-de-la-Loire",2575
41195,1112,1,0.36,"e",4,33,"Opel, General Motors or Ford","Diesel","Pays-de-la-Loire",2575
41272,371,1,0.47,"f",11,55,"Renault, Nissan or Citroen","Diesel","Ile-de-France",3385
41327,1206,1,0.62,"g",12,52,"Renault, Nissan or Citroen","Regular","Centre",74
41334,1151,1,1,"m",23,38,"Mercedes, Chrysler or BMW","Diesel","Pays-de-la-Loire",109
41381,316,1,1,"f",9,51,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",66
41397,773,1,1,"e",1,49,"Opel, General Motors or Ford","Regular","Poitou-Charentes",200
41399,587,1,1,"f",10,35,"Opel, General Motors or Ford","Regular","Basse-Normandie",2103
41415,106,1,1,"j",9,38,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",4128
41421,1096,1,1,"f",3,61,"Renault, Nissan or Citroen","Diesel","Bretagne",88
41451,223,1,1,"d",10,72,"Opel, General Motors or Ford","Regular","Pays-de-la-Loire",713
41455,1188,1,1,"i",6,49,"Mercedes, Chrysler or BMW","Regular","Basse-Normandie",2103
41457,1078,1,0.79,"e",17,37,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",48
41469,1030,1,0.57,"f",11,35,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",219
41487,1134,1,1,"d",17,39,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",54
41532,4860,1,0.56,"f",7,35,"Renault, Nissan or Citroen","Diesel","Centre",88
41558,1116,1,0.28,"d",4,35,"Fiat","Regular","Centre",12
41588,1155,1,1,"n",7,65,"Mercedes, Chrysler or BMW","Diesel","Centre",44
41672,1512,1,1,"g",3,38,"Renault, Nissan or Citroen","Regular","Ile-de-France",714
41676,1081,1,1,"g",10,45,"Renault, Nissan or Citroen","Regular","Centre",1313
41689,1148,1,1,"e",8,35,"Renault, Nissan or Citroen","Diesel","Centre",222
41725,1100,1,1,"f",3,68,"Renault, Nissan or Citroen","Diesel","Centre",8
41745,1082,1,1,"f",13,55,"Renault, Nissan or Citroen","Regular","Centre",50
41762,1857,1,0.92,"d",15,33,"Renault, Nissan or Citroen","Regular","Centre",4116
41766,1147,1,1,"g",2,56,"Renault, Nissan or Citroen","Diesel","Centre",358
41789,1138,1,1,"d",12,41,"Fiat","Regular","Bretagne",3021
41819,1058,1,1,"e",8,36,"Opel, General Motors or Ford","Diesel","Ile-de-France",582
41859,1138,1,1,"f",2,65,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",1199
41890,1110,1,0.49,"g",11,47,"Renault, Nissan or Citroen","Diesel","Centre",14
41920,1115,1,0.74,"i",9,46,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",295
41937,1530,1,0.83,"d",17,75,"Renault, Nissan or Citroen","Regular","Bretagne",165
41957,520,1,1,"g",2,68,"Renault, Nissan or Citroen","Regular","Bretagne",634
41986,1163,1,1,"g",4,49,"Renault, Nissan or Citroen","Diesel","Centre",3
41994,424,1,1,"e",7,45,"Renault, Nissan or Citroen","Regular","Centre",4116
42026,2700,1,1,"e",7,50,"Opel, General Motors or Ford","Diesel","Centre",493
42029,2594,1,1,"f",2,52,"Renault, Nissan or Citroen","Regular","Centre",10
42046,2100,1,0.75,"f",6,33,"Renault, Nissan or Citroen","Diesel","Centre",26
42062,85,1,0.61,"i",12,36,"Renault, Nissan or Citroen","Regular","Centre",4116
42072,120,1,1,"e",4,43,"Renault, Nissan or Citroen","Regular","Ile-de-France",3568
42083,1232,1,1,"d",4,50,"Fiat","Regular","Ile-de-France",2872
42106,1127,1,1,"e",10,36,"Renault, Nissan or Citroen","Diesel","Centre",155
42114,1200,1,0.73,"f",8,39,"Renault, Nissan or Citroen","Diesel","Centre",405
42120,82,1,1,"d",18,40,"Renault, Nissan or Citroen","Regular","Centre",405
42141,670,1,0.68,"f",10,52,"Renault, Nissan or Citroen","Regular","Centre",115
42153,759,1,0.31,"e",11,32,"Renault, Nissan or Citroen","Diesel","Centre",17
42164,1095,1,1,"d",3,66,"Fiat","Regular","Centre",399
42196,73,1,1,"e",14,67,"Renault, Nissan or Citroen","Diesel","Centre",61
42286,1156,1,1,"g",13,67,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",62
42299,1526,1,0.12,"f",7,39,"Renault, Nissan or Citroen","Diesel","Centre",182
42315,1133,1,1,"e",1,52,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",7
42317,850,1,0.93,"f",9,63,"Opel, General Motors or Ford","Regular","Centre",405
42355,1151,1,1,"f",13,59,"Renault, Nissan or Citroen","Diesel","Centre",45
42407,3092,1,0.68,"e",10,35,"Renault, Nissan or Citroen","Regular","Haute-Normandie",179
42413,197,1,1,"f",4,40,"Renault, Nissan or Citroen","Diesel","Centre",43
42419,2218,1,0.55,"e",11,51,"Renault, Nissan or Citroen","Diesel","Centre",12
42442,77,1,0.24,"i",19,40,"Renault, Nissan or Citroen","Regular","Centre",56
42473,1061,1,1,"g",13,76,"Renault, Nissan or Citroen","Regular","Centre",511
42488,1096,1,1,"f",8,71,"Renault, Nissan or Citroen","Diesel","Centre",29
42492,1156,1,1,"f",7,45,"Renault, Nissan or Citroen","Regular","Centre",394
42541,1129,1,1,"h",9,44,"other","Regular","Bretagne",3386
42559,1126,1,1,"h",1,35,"Japanese (except Nissan) or Korean","Diesel","Basse-Normandie",283
42580,265,1,0.58,"h",2,73,"Renault, Nissan or Citroen","Regular","Centre",48
42596,2321,1,0.57,"f",2,74,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",983
42600,1133,1,0.78,"e",8,64,"Renault, Nissan or Citroen","Regular","Centre",234
42602,278,1,1,"e",4,42,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",221
42620,670,1,1,"f",2,55,"Renault, Nissan or Citroen","Diesel","Centre",102
42684,1117,1,0.49,"e",8,40,"Opel, General Motors or Ford","Regular","Centre",43
42747,1089,1,1,"f",17,59,"Renault, Nissan or Citroen","Regular","Centre",45
42794,80,1,1,"f",6,34,"Renault, Nissan or Citroen","Diesel","Centre",164
42808,10016,1,0.33,"g",6,42,"Renault, Nissan or Citroen","Diesel","Centre",30
42818,2810,1,0.83,"f",7,54,"Renault, Nissan or Citroen","Diesel","Centre",11
42855,695,1,1,"j",4,39,"Japanese (except Nissan) or Korean","Diesel","Poitou-Charentes",50
42863,798,1,1,"e",9,35,"Opel, General Motors or Ford","Diesel","Poitou-Charentes",298
42921,341,1,1,"f",4,40,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",78
42972,1099,1,0.11,"d",8,78,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",227
42980,1149,1,0.82,"g",10,36,"Renault, Nissan or Citroen","Diesel","Centre",59
42983,1105,1,0.72,"g",6,37,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",67
43010,1184,1,0.49,"g",8,59,"Mercedes, Chrysler or BMW","Diesel","Poitou-Charentes",43
43051,1158,1,0.43,"j",10,41,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",1408
43138,12762,1,1,"f",7,64,"Fiat","Diesel","Centre",57
43156,1410,1,0.74,"e",8,38,"Renault, Nissan or Citroen","Regular","Ile-de-France",488
43164,2732,1,0.83,"e",3,33,"Opel, General Motors or Ford","Diesel","Centre",1064
43201,65,1,1,"g",1,64,"Renault, Nissan or Citroen","Regular","Centre",399
43220,4944,1,0.89,"g",3,73,"Renault, Nissan or Citroen","Regular","Centre",32
