PolicyID,ClaimNb,Exposure,Power,CarAge,DriverAge,Brand,Gas,Region,Density,ClaimAmount
33984,1,0.62,d,4,20,"Renault, Nissan or Citroen",Regular,Basse-Normandie,122,1195
33986,1,1.0,e,2,47,"Renault, Nissan or Citroen",Diesel,Haute-Normandie,133,1145
34007,1,1.0,j,3,44,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,59,401
34025,1,1.0,d,2,30,"Renault, Nissan or Citroen",Regular,Haute-Normandie,133,109
34071,1,0.92,j,4,50,"Mercedes, Chrysler or BMW",Diesel,Haute-Normandie,111,68
34090,1,0.53,d,6,24,"Renault, Nissan or Citroen",Regular,Basse-Normandie,293,1067
34092,1,0.63,f,1,24,other,Diesel,Basse-Normandie,598,1161
34102,2,0.44,h,18,32,"Renault, Nissan or Citroen",Diesel,Haute-Normandie,60,1108
34102,2,0.44,h,18,32,"Renault, Nissan or Citroen",Diesel,Haute-Normandie,60,1175
34165,1,0.92,e,11,27,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,68,1133
34195,1,0.71,h,11,44,other,Diesel,Poitou-Charentes,122,1177
34219,1,0.21,f,11,48,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,886,1075
34249,1,1.0,e,7,33,"Renault, Nissan or Citroen",Regular,Ile-de-France,2375,1076
34264,1,0.5,g,11,43,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,27000,580
34270,1,1.0,f,8,33,"Renault, Nissan or Citroen",Diesel,Ile-de-France,6944,3547
34293,1,0.87,e,0,55,Japanese (except Nissan) or Korean,Regular,Ile-de-France,7634,3716
34298,1,0.59,f,11,48,"Opel, General Motors or Ford",Regular,Ile-de-France,930,1148
34324,1,0.06,f,5,33,"Renault, Nissan or Citroen",Diesel,Ile-de-France,3339,586
34395,1,0.09,f,7,28,"Renault, Nissan or Citroen",Regular,Ile-de-France,16291,1148
34451,2,0.77,j,9,49,"Opel, General Motors or Ford",Diesel,Basse-Normandie,2103,1088
34451,2,0.77,j,9,49,"Opel, General Motors or Ford",Diesel,Basse-Normandie,2103,1143
34465,1,0.71,g,10,62,"Renault, Nissan or Citroen",Regular,Basse-Normandie,196,210
34474,1,1.0,e,7,59,"Renault, Nissan or Citroen",Regular,Centre,105,1114
34482,1,1.0,d,5,82,"Renault, Nissan or Citroen",Regular,Centre,20,1111
34484,1,0.94,i,19,29,"Opel, General Motors or Ford",Regular,Centre,105,1117
34509,1,0.74,d,11,37,"Renault, Nissan or Citroen",Regular,Centre,105,1124
34511,1,0.22,d,15,19,"Renault, Nissan or Citroen",Regular,Centre,105,4511
34522,1,0.66,f,6,23,Fiat,Diesel,Ile-de-France,1784,5492
34590,1,0.27,e,7,26,"Opel, General Motors or Ford",Diesel,Aquitaine,415,12318
34592,1,0.48,d,1,28,"Opel, General Motors or Ford",Diesel,Bretagne,3021,629
34604,1,0.17,e,9,39,Fiat,Diesel,Centre,1193,6870
34642,1,0.35,f,3,29,"Renault, Nissan or Citroen",Diesel,Centre,754,62
34645,1,0.6,e,3,47,"Opel, General Motors or Ford",Regular,Ile-de-France,14368,1324
34649,1,0.56,e,0,51,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,2715,2050
34659,1,0.45,j,0,32,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,11,1144
34744,1,0.18,e,10,47,"Opel, General Motors or Ford",Diesel,Centre,1109,1103
34753,1,0.73,g,1,31,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,26,9588
34771,1,0.53,f,14,41,"Renault, Nissan or Citroen",Regular,Centre,149,88
34778,1,0.48,f,7,30,"Renault, Nissan or Citroen",Diesel,Centre,20,16740
34806,1,0.44,f,8,22,Fiat,Diesel,Basse-Normandie,2710,1132
34811,1,0.12,f,20,47,other,Regular,Centre,14,1088
34815,1,0.35,d,0,21,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,149,1698
34867,1,0.22,f,6,55,Fiat,Diesel,Centre,81,1143
34883,1,0.36,g,9,26,"Renault, Nissan or Citroen",Diesel,Centre,220,1128
34893,1,0.43,h,13,53,"Renault, Nissan or Citroen",Regular,Centre,43,1120
34894,1,0.37,h,13,53,"Renault, Nissan or Citroen",Regular,Centre,43,1122
34916,3,0.66,f,1,35,Fiat,Diesel,Ile-de-France,136,1122
34916,3,0.66,f,1,35,Fiat,Diesel,Ile-de-France,136,306
34916,3,0.66,f,1,35,Fiat,Diesel,Ile-de-France,136,1133
34947,1,0.52,g,12,35,"Renault, Nissan or Citroen",Diesel,Centre,50,2517
34952,1,1.0,d,12,26,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,75
34975,1,0.83,e,2,43,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,298,1120
34983,1,0.21,g,11,20,Fiat,Regular,Centre,56,1159
35024,1,0.57,f,3,30,"Renault, Nissan or Citroen",Diesel,Centre,115,1271
35031,1,0.5,e,5,69,"Opel, General Motors or Ford",Diesel,Centre,125,12
35044,1,0.23,e,13,18,"Renault, Nissan or Citroen",Diesel,Centre,50,2138
35084,1,0.48,g,12,41,"Opel, General Motors or Ford",Regular,Bretagne,25,75060
35104,1,0.13,e,10,32,"Renault, Nissan or Citroen",Regular,Bretagne,70,12748
35114,1,0.88,j,9,61,"Renault, Nissan or Citroen",Regular,Bretagne,70,88
35119,1,0.83,f,9,31,"Renault, Nissan or Citroen",Diesel,Bretagne,837,540
35133,1,0.04,e,14,41,"Renault, Nissan or Citroen",Regular,Bretagne,634,2584
35146,1,0.62,i,17,47,"Mercedes, Chrysler or BMW",Regular,Bretagne,65,824
35149,1,0.3,d,9,19,"Renault, Nissan or Citroen",Regular,Bretagne,34,1089
35171,1,0.39,g,14,42,"Renault, Nissan or Citroen",Regular,Bretagne,634,1100
35196,1,0.07,d,11,66,Fiat,Regular,Bretagne,52,1157
35214,1,0.54,g,13,46,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,238,551
35222,1,0.89,f,12,33,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,70,13549
35225,1,1.0,d,8,40,Fiat,Regular,Basse-Normandie,109,845
35236,1,0.47,g,16,33,"Renault, Nissan or Citroen",Regular,Basse-Normandie,85,1124
35270,1,0.33,d,1,54,"Renault, Nissan or Citroen",Regular,Basse-Normandie,67,1356
35290,1,0.42,e,4,20,"Renault, Nissan or Citroen",Regular,Ile-de-France,14200,1094
35297,1,0.74,f,14,27,"Renault, Nissan or Citroen",Regular,Centre,36,1109
35318,2,0.43,f,13,20,"Renault, Nissan or Citroen",Regular,Centre,203,1122
35318,2,0.43,f,13,20,"Renault, Nissan or Citroen",Regular,Centre,203,1402330
35319,1,0.8,e,4,40,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,19,151
35338,1,0.53,f,4,33,"Renault, Nissan or Citroen",Diesel,Centre,741,1122
35342,1,0.31,f,8,43,Fiat,Diesel,Centre,741,1165
35355,1,0.39,g,16,41,"Renault, Nissan or Citroen",Regular,Centre,741,1262
35361,1,0.28,i,8,26,"Mercedes, Chrysler or BMW",Diesel,Centre,741,1129
35448,1,0.54,g,8,20,"Renault, Nissan or Citroen",Diesel,Bretagne,3021,1884
35451,1,0.29,f,4,31,"Volkswagen, Audi, Skoda or Seat",Diesel,Nord-Pas-de-Calais,3095,1098
35467,1,0.8,f,14,23,"Renault, Nissan or Citroen",Diesel,Centre,38,1166
35473,1,0.94,e,9,30,"Renault, Nissan or Citroen",Diesel,Centre,78,1144
35477,1,0.42,g,4,60,"Renault, Nissan or Citroen",Regular,Centre,61,1041
35513,1,0.08,f,9,36,"Renault, Nissan or Citroen",Diesel,Centre,1313,1141
35519,1,0.81,f,2,29,"Renault, Nissan or Citroen",Diesel,Centre,1313,1113
35551,1,0.68,e,11,22,"Opel, General Motors or Ford",Diesel,Centre,61,1183
35558,1,0.66,n,16,47,other,Regular,Centre,155,79
35583,1,0.56,f,9,20,"Renault, Nissan or Citroen",Diesel,Centre,109,80
35585,1,0.51,e,4,51,"Opel, General Motors or Ford",Regular,Centre,1313,1049
35601,1,0.91,e,7,26,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,473,2267
35718,1,0.08,j,7,51,other,Diesel,Centre,12,1151
35740,1,0.23,g,14,59,"Opel, General Motors or Ford",Regular,Centre,3866,1174
35754,1,0.24,j,2,65,Fiat,Diesel,Centre,49,297
35760,1,0.75,f,9,43,Fiat,Diesel,Centre,405,71
35792,1,0.67,g,15,50,"Renault, Nissan or Citroen",Regular,Centre,405,1455
35794,1,0.61,f,8,34,"Renault, Nissan or Citroen",Diesel,Centre,405,1104
35796,1,0.65,d,14,30,"Renault, Nissan or Citroen",Diesel,Centre,12,198
35808,1,0.6,f,9,55,"Renault, Nissan or Citroen",Diesel,Centre,12,1071
35812,1,0.26,f,2,28,"Renault, Nissan or Citroen",Regular,Centre,1943,1072
35814,1,0.53,g,8,21,"Renault, Nissan or Citroen",Regular,Centre,49,1134
35846,1,0.33,f,10,25,"Renault, Nissan or Citroen",Diesel,Centre,11,1118
35853,1,0.43,h,0,41,Japanese (except Nissan) or Korean,Diesel,Centre,405,58
35859,1,0.37,j,7,28,Fiat,Regular,Centre,405,65
35868,1,0.49,e,2,26,"Volkswagen, Audi, Skoda or Seat",Diesel,Aquitaine,1287,829
35911,1,0.33,e,9,40,"Opel, General Motors or Ford",Diesel,Aquitaine,312,8222
35920,1,0.32,g,5,44,"Mercedes, Chrysler or BMW",Diesel,Aquitaine,4348,5
36001,1,0.1,g,13,21,"Renault, Nissan or Citroen",Regular,Centre,91,1239
36032,1,0.01,f,18,20,"Renault, Nissan or Citroen",Regular,Centre,3866,2842
36063,1,0.14,f,5,40,"Renault, Nissan or Citroen",Diesel,Centre,45,1139
36140,2,0.04,g,8,19,"Renault, Nissan or Citroen",Regular,Basse-Normandie,2103,1137
36140,2,0.04,g,8,19,"Renault, Nissan or Citroen",Regular,Basse-Normandie,2103,992
36146,1,0.17,e,14,44,Fiat,Regular,Basse-Normandie,139,1117
36162,1,0.55,e,7,57,"Opel, General Motors or Ford",Diesel,Centre,1313,243
36226,1,0.44,f,10,24,"Volkswagen, Audi, Skoda or Seat",Regular,Aquitaine,1535,1150
36235,1,0.3,g,12,20,"Renault, Nissan or Citroen",Regular,Centre,1313,917
36239,1,0.38,j,14,23,"Renault, Nissan or Citroen",Diesel,Centre,222,1138
36246,1,0.36,f,12,21,"Renault, Nissan or Citroen",Regular,Centre,298,1113
36250,1,0.34,j,13,30,"Mercedes, Chrysler or BMW",Diesel,Pays-de-la-Loire,1920,4350
36391,1,0.5,e,5,55,other,Diesel,Bretagne,1165,1051
36393,1,0.5,h,11,51,"Renault, Nissan or Citroen",Diesel,Bretagne,158,1156
36405,1,0.46,i,12,44,"Volkswagen, Audi, Skoda or Seat",Regular,Bretagne,461,1576
36407,1,0.42,f,12,56,"Renault, Nissan or Citroen",Diesel,Bretagne,1244,1082
36411,1,0.06,d,15,65,"Opel, General Motors or Ford",Regular,Bretagne,111,661
36485,1,0.15,g,11,18,"Renault, Nissan or Citroen",Regular,Centre,151,1143
36532,1,0.25,d,11,21,"Renault, Nissan or Citroen",Diesel,Centre,41,1173
36540,1,0.14,e,14,18,"Renault, Nissan or Citroen",Diesel,Centre,44,754
36566,1,0.12,d,5,30,"Renault, Nissan or Citroen",Regular,Centre,614,1097
36588,1,0.33,e,0,27,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,1054,7706
36632,1,0.05,m,10,31,"Mercedes, Chrysler or BMW",Regular,Ile-de-France,6465,400
36742,1,0.45,f,9,49,"Renault, Nissan or Citroen",Diesel,Centre,12,656
36767,1,0.29,g,10,43,"Renault, Nissan or Citroen",Regular,Centre,405,79
36793,1,0.15,i,7,18,"Opel, General Motors or Ford",Regular,Centre,10,3215
36853,1,0.13,i,11,20,"Volkswagen, Audi, Skoda or Seat",Regular,Nord-Pas-de-Calais,1466,52
36896,2,0.46,e,2,48,"Opel, General Motors or Ford",Regular,Nord-Pas-de-Calais,3095,2184
36896,2,0.46,e,2,48,"Opel, General Motors or Ford",Regular,Nord-Pas-de-Calais,3095,1786
36920,1,0.31,g,11,48,"Volkswagen, Audi, Skoda or Seat",Regular,Nord-Pas-de-Calais,3321,1068
36991,1,0.09,g,4,21,Fiat,Diesel,Centre,271,1106
36997,1,0.03,e,4,30,"Opel, General Motors or Ford",Diesel,Centre,271,2727
37009,1,0.25,d,6,24,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,657,1384
37033,1,0.27,h,15,41,other,Regular,Basse-Normandie,2103,1117
37098,1,0.23,d,10,18,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,395,545
37180,1,0.33,d,4,48,"Opel, General Motors or Ford",Regular,Nord-Pas-de-Calais,542,404
37186,1,0.07,g,7,47,"Volkswagen, Audi, Skoda or Seat",Diesel,Nord-Pas-de-Calais,542,1105
37221,1,1.0,e,4,74,"Renault, Nissan or Citroen",Regular,Centre,298,1178
37250,1,0.008196721,f,9,76,"Renault, Nissan or Citroen",Regular,Centre,405,1215
37260,1,0.44,d,9,37,"Renault, Nissan or Citroen",Diesel,Centre,27,32
37302,1,0.73,g,7,80,"Renault, Nissan or Citroen",Regular,Centre,78,1232
37339,1,0.58,f,2,42,Japanese (except Nissan) or Korean,Regular,Centre,182,585
37375,1,1.0,h,5,53,Fiat,Diesel,Centre,84,1140
37395,1,1.0,g,2,68,"Renault, Nissan or Citroen",Regular,Centre,255,1574
37459,1,0.37,e,2,50,"Opel, General Motors or Ford",Regular,Centre,493,3453
37500,2,1.0,f,12,70,other,Regular,Centre,4116,799
37500,2,1.0,f,12,70,other,Regular,Centre,4116,1170
37503,1,0.06,e,0,32,"Renault, Nissan or Citroen",Diesel,Centre,4116,72479
37550,1,1.0,e,8,30,"Renault, Nissan or Citroen",Regular,Centre,1027,48
37597,1,1.0,d,4,79,"Renault, Nissan or Citroen",Regular,Centre,335,1136
37619,1,0.1,g,11,52,"Renault, Nissan or Citroen",Regular,Centre,370,2788
37647,1,1.0,f,4,78,"Renault, Nissan or Citroen",Regular,Bretagne,54,2908
37662,1,0.93,d,2,72,"Renault, Nissan or Citroen",Regular,Centre,73,76
37682,1,1.0,f,7,51,"Renault, Nissan or Citroen",Diesel,Bretagne,175,411
37749,1,0.47,e,6,44,"Opel, General Motors or Ford",Diesel,Pays-de-la-Loire,4128,581
37761,1,1.0,e,7,39,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,1265,1050
37765,1,0.48,j,6,50,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,197,345
37836,1,0.81,d,1,50,"Renault, Nissan or Citroen",Regular,Ile-de-France,4427,1099
37838,1,1.0,i,22,56,"Opel, General Motors or Ford",Regular,Poitou-Charentes,227,1169
37843,1,1.0,g,7,55,"Renault, Nissan or Citroen",Diesel,Ile-de-France,6736,613
37872,1,1.0,f,4,63,"Renault, Nissan or Citroen",Diesel,Ile-de-France,5202,760
37878,1,0.56,f,19,64,"Renault, Nissan or Citroen",Regular,Centre,182,1176
37881,1,1.0,f,3,61,"Renault, Nissan or Citroen",Diesel,Centre,17,1162
37891,1,1.0,d,14,47,"Renault, Nissan or Citroen",Regular,Centre,31,1114
37936,1,0.1,e,0,66,"Renault, Nissan or Citroen",Diesel,Centre,50,1133
37964,1,0.75,f,10,48,"Renault, Nissan or Citroen",Diesel,Centre,214,519
37968,1,1.0,d,10,72,"Opel, General Motors or Ford",Regular,Centre,49,1162
37986,1,0.41,m,1,86,"Renault, Nissan or Citroen",Regular,Centre,61,8975
38051,1,0.5,g,2,60,"Mercedes, Chrysler or BMW",Diesel,Centre,295,1135
38077,1,1.0,d,8,78,"Renault, Nissan or Citroen",Regular,Centre,252,360
38097,1,0.59,f,12,43,"Renault, Nissan or Citroen",Diesel,Centre,18,1197
38112,1,0.87,e,12,38,"Renault, Nissan or Citroen",Diesel,Centre,79,742
38151,1,1.0,d,3,69,"Renault, Nissan or Citroen",Regular,Centre,26,138
38157,1,1.0,g,12,43,"Renault, Nissan or Citroen",Regular,Centre,23,1220
38276,2,0.83,h,1,51,"Renault, Nissan or Citroen",Diesel,Ile-de-France,27000,1088
38276,2,0.83,h,1,51,"Renault, Nissan or Citroen",Diesel,Ile-de-France,27000,1422
38324,1,1.0,f,6,64,"Renault, Nissan or Citroen",Diesel,Bretagne,3386,987
38385,1,0.66,e,9,53,"Opel, General Motors or Ford",Diesel,Basse-Normandie,122,151
38415,1,0.17,e,8,80,"Renault, Nissan or Citroen",Regular,Centre,51,17183
38460,1,0.5,h,2,50,"Mercedes, Chrysler or BMW",Diesel,Centre,182,1185
38463,1,0.26,f,11,39,Fiat,Regular,Basse-Normandie,283,21
38467,1,1.0,f,3,45,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,67,91
38477,1,1.0,e,10,51,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,983,574
38496,1,0.03,d,11,38,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,4128,972
38522,1,1.0,d,22,66,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,45,273
38552,2,1.0,f,4,53,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,46,1745
38552,2,1.0,f,4,53,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,46,1177
38558,1,0.29,f,18,80,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,102,1186
38646,1,0.96,h,12,50,"Renault, Nissan or Citroen",Diesel,Bretagne,97,1051
38647,1,1.0,f,8,49,"Renault, Nissan or Citroen",Diesel,Bretagne,54,3453
38650,1,1.0,e,4,50,"Opel, General Motors or Ford",Regular,Bretagne,229,896
38662,1,1.0,f,6,39,"Renault, Nissan or Citroen",Diesel,Bretagne,1165,653
38689,1,0.09,f,15,39,"Renault, Nissan or Citroen",Diesel,Centre,32,1111
38697,1,1.0,g,6,51,"Mercedes, Chrysler or BMW",Diesel,Centre,393,1079
38724,1,1.0,g,11,44,"Renault, Nissan or Citroen",Regular,Centre,105,1184
38843,1,0.86,g,14,48,"Renault, Nissan or Citroen",Regular,Bretagne,287,1155
38845,1,1.0,m,3,45,"Opel, General Motors or Ford",Regular,Poitou-Charentes,831,1139
38855,1,0.26,e,7,51,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,1568
38861,1,1.0,g,5,37,"Renault, Nissan or Citroen",Diesel,Bretagne,153,1376
38862,1,1.0,i,24,55,"Opel, General Motors or Ford",Regular,Centre,73,227
38901,1,1.0,g,7,52,"Renault, Nissan or Citroen",Regular,Bretagne,152,1102
38917,1,0.26,g,5,54,Fiat,Diesel,Bretagne,473,824
38918,1,1.0,d,3,36,"Opel, General Motors or Ford",Diesel,Bretagne,3021,3499
38929,1,0.52,j,0,45,other,Diesel,Ile-de-France,3341,1324
38965,1,0.48,e,12,48,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,4128,1104
38987,1,1.0,f,7,77,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,2767,2157
38994,1,1.0,f,5,55,"Renault, Nissan or Citroen",Diesel,Basse-Normandie,283,71
39011,1,1.0,f,11,46,"Renault, Nissan or Citroen",Diesel,Bretagne,125,1179
39058,1,0.62,g,15,41,"Renault, Nissan or Citroen",Regular,Centre,1109,2198
39068,1,0.66,f,9,66,"Renault, Nissan or Citroen",Diesel,Centre,4116,905
39089,1,1.0,f,9,35,"Renault, Nissan or Citroen",Diesel,Centre,12,1100
39114,1,1.0,f,6,49,"Renault, Nissan or Citroen",Diesel,Centre,56,107
39123,1,1.0,f,9,38,"Renault, Nissan or Citroen",Diesel,Ile-de-France,1380,1148
39148,1,1.0,d,13,72,"Renault, Nissan or Citroen",Regular,Centre,110,1167
39153,1,1.0,f,6,75,"Renault, Nissan or Citroen",Diesel,Centre,16,1078
39157,1,1.0,g,3,59,"Renault, Nissan or Citroen",Regular,Centre,60,45531
39213,1,0.21,e,3,52,"Renault, Nissan or Citroen",Diesel,Centre,72,4436
39219,1,0.64,g,5,54,"Renault, Nissan or Citroen",Diesel,Centre,405,67
39227,1,1.0,i,10,40,"Renault, Nissan or Citroen",Regular,Centre,57,1205
39287,1,0.74,f,1,80,"Renault, Nissan or Citroen",Diesel,Centre,14,1010
39290,1,1.0,e,1,53,"Renault, Nissan or Citroen",Regular,Centre,30,564
39308,1,1.0,i,7,65,"Mercedes, Chrysler or BMW",Diesel,Centre,91,1060
39320,1,1.0,g,6,60,"Renault, Nissan or Citroen",Diesel,Bretagne,34,1139
39326,1,1.0,d,14,52,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,983,431
39354,1,0.1,g,3,50,"Renault, Nissan or Citroen",Regular,Centre,3866,4000
39376,1,0.86,e,4,36,"Opel, General Motors or Ford",Diesel,Pays-de-la-Loire,4128,2402
39391,1,0.71,j,14,51,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,983,1172
39397,1,1.0,f,3,55,"Opel, General Motors or Ford",Diesel,Bretagne,287,79
39398,1,1.0,h,16,48,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,295,1190
39401,1,0.86,k,4,47,"Renault, Nissan or Citroen",Regular,Centre,198,4567
39433,1,0.09,j,10,37,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,226,1102
39446,1,0.48,h,1,58,"Mercedes, Chrysler or BMW",Diesel,Ile-de-France,27000,43
39458,1,1.0,e,2,44,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,713,1158
39462,1,1.0,e,6,71,Fiat,Regular,Bretagne,634,1145
39469,2,1.0,e,1,41,Fiat,Regular,Bretagne,473,1116
39469,2,1.0,e,1,41,Fiat,Regular,Bretagne,473,1145
39475,1,1.0,j,11,38,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,109,1103
39488,1,0.93,d,6,35,"Opel, General Motors or Ford",Regular,Centre,298,63
39495,1,0.12,d,10,57,"Renault, Nissan or Citroen",Regular,Ile-de-France,2190,512
39523,1,1.0,i,13,65,"Opel, General Motors or Ford",Regular,Centre,2715,1121
39540,1,0.57,f,0,36,"Opel, General Motors or Ford",Diesel,Centre,1027,203
39541,1,1.0,g,9,76,"Renault, Nissan or Citroen",Regular,Centre,50,2552
39562,1,1.0,f,3,51,"Opel, General Motors or Ford",Diesel,Centre,27,1065
39578,1,1.0,e,9,31,"Opel, General Motors or Ford",Diesel,Centre,22,1137
39584,1,0.74,f,1,47,"Renault, Nissan or Citroen",Diesel,Centre,73,2900
39599,1,0.63,e,15,33,"Renault, Nissan or Citroen",Diesel,Centre,2715,1113
39613,1,0.79,f,4,50,"Renault, Nissan or Citroen",Diesel,Centre,50,1128
39628,1,0.87,f,10,66,Fiat,Diesel,Ile-de-France,3997,338
39724,1,0.84,j,3,51,"Mercedes, Chrysler or BMW",Regular,Centre,64,75
39734,1,0.53,m,0,51,Fiat,Regular,Centre,46,1401
39740,1,0.02,e,9,34,"Renault, Nissan or Citroen",Diesel,Centre,78,5740
39748,1,0.33,f,1,49,"Renault, Nissan or Citroen",Diesel,Centre,29,1171
39776,1,1.0,f,4,43,"Renault, Nissan or Citroen",Diesel,Centre,15,87
39794,1,0.94,f,11,51,"Renault, Nissan or Citroen",Diesel,Centre,73,1107
39814,1,1.0,g,5,40,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,405,61
39861,1,0.74,h,10,21,Fiat,Regular,Centre,405,1111
39866,1,0.78,f,12,69,"Renault, Nissan or Citroen",Diesel,Centre,155,1125
39873,1,0.24,g,2,57,"Renault, Nissan or Citroen",Diesel,Centre,84,66
39886,1,0.75,k,5,45,"Opel, General Motors or Ford",Diesel,Centre,192,1149
39940,1,0.83,f,8,64,"Renault, Nissan or Citroen",Diesel,Centre,29,60
40015,1,0.41,d,13,51,Fiat,Regular,Centre,31,1155
40018,1,0.02,d,11,87,"Renault, Nissan or Citroen",Regular,Centre,232,2533
40033,1,1.0,f,4,33,"Renault, Nissan or Citroen",Diesel,Centre,10,375
40084,1,1.0,g,12,42,"Renault, Nissan or Citroen",Diesel,Centre,2715,1133
40087,1,1.0,g,4,33,"Renault, Nissan or Citroen",Diesel,Centre,9,90
40106,1,1.0,f,31,46,"Renault, Nissan or Citroen",Diesel,Centre,50,1158
40120,1,0.32,f,4,40,"Renault, Nissan or Citroen",Diesel,Centre,138,3770
40140,1,1.0,f,5,76,"Renault, Nissan or Citroen",Diesel,Centre,50,1986
40161,1,1.0,e,8,35,"Opel, General Motors or Ford",Diesel,Centre,741,515
40187,1,0.99,g,4,41,"Opel, General Motors or Ford",Regular,Pays-de-la-Loire,983,153
40194,1,0.54,g,36,57,"Renault, Nissan or Citroen",Regular,Bretagne,125,1744
40209,1,0.75,m,6,40,"Mercedes, Chrysler or BMW",Regular,Bretagne,125,1052
40219,2,1.0,f,9,64,"Renault, Nissan or Citroen",Diesel,Centre,282,1177
40219,2,1.0,f,9,64,"Renault, Nissan or Citroen",Diesel,Centre,282,1163
40238,1,0.59,g,18,40,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,4128,1117
40248,1,1.0,f,5,30,"Renault, Nissan or Citroen",Diesel,Centre,282,508
40253,1,1.0,e,15,52,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,4128,1115
40258,1,1.0,g,6,56,"Opel, General Motors or Ford",Diesel,Bretagne,747,30
40287,1,0.95,g,13,81,"Volkswagen, Audi, Skoda or Seat",Regular,Aquitaine,282,2853
40307,1,1.0,g,3,40,"Renault, Nissan or Citroen",Regular,Bretagne,58,1095
40308,1,1.0,h,15,58,"Mercedes, Chrysler or BMW",Regular,Bretagne,634,408
40323,1,0.52,e,5,67,other,Diesel,Bretagne,473,480
40371,1,1.0,f,11,44,"Renault, Nissan or Citroen",Regular,Centre,92,635
40381,1,0.63,k,0,48,"Mercedes, Chrysler or BMW",Diesel,Ile-de-France,1329,1076
40410,1,0.16,g,0,36,"Opel, General Motors or Ford",Regular,Bretagne,58,1169
40424,1,0.3,g,11,45,"Renault, Nissan or Citroen",Regular,Bretagne,1192,1618
40447,1,0.5,f,0,48,"Renault, Nissan or Citroen",Regular,Bretagne,151,10971
40453,1,0.74,d,7,55,"Renault, Nissan or Citroen",Regular,Basse-Normandie,48,417
40465,1,1.0,f,10,37,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,208,89
40468,1,1.0,e,11,49,"Renault, Nissan or Citroen",Diesel,Bretagne,575,87
40471,1,0.59,g,4,70,"Renault, Nissan or Citroen",Regular,Bretagne,94,530
40520,1,0.96,g,0,39,"Renault, Nissan or Citroen",Diesel,Bretagne,146,1125
40526,1,1.0,f,12,70,Japanese (except Nissan) or Korean,Regular,Bretagne,634,1133
40528,1,1.0,f,5,71,"Volkswagen, Audi, Skoda or Seat",Regular,Bretagne,3386,1153
40605,1,1.0,d,8,55,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,119,1541
40640,1,1.0,h,8,51,"Mercedes, Chrysler or BMW",Regular,Ile-de-France,3110,3009
40654,1,1.0,g,4,73,"Renault, Nissan or Citroen",Regular,Centre,11,1102
40661,1,0.77,d,10,36,"Renault, Nissan or Citroen",Regular,Centre,261,1331
40720,1,1.0,f,6,41,"Renault, Nissan or Citroen",Diesel,Centre,405,1283
40730,1,1.0,d,13,44,"Renault, Nissan or Citroen",Regular,Centre,13,76
40736,1,1.0,n,7,54,"Mercedes, Chrysler or BMW",Regular,Centre,132,698
