"IDpol","ClaimAmount","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region"
106830,604.21,1,0.06,6,5,33,52,"B1","Diesel","E",3339,"Ile-de-France"
106984,1128.12,1,0.09,6,7,28,90,"B2","Regular","F",16291,"Ile-de-France"
107107,1128.12,2,0.77,10,9,49,50,"B5","Diesel","E",2103,"Basse-Normandie"
107107,1128.12,2,0.77,10,9,49,50,"B5","Diesel","E",2103,"Basse-Normandie"
107137,229.09,1,0.71,7,10,62,68,"B1","Regular","C",196,"Basse-Normandie"
107152,1128.12,1,1,5,7,59,77,"B2","Regular","C",105,"Centre"
107171,1128.12,1,1,4,5,82,50,"B2","Regular","A",20,"Centre"
107174,1128.12,1,0.94,9,19,29,90,"B5","Regular","C",105,"Centre"
107231,1128.12,1,0.74,4,11,37,100,"B2","Regular","C",105,"Centre"
107236,4472.52,1,0.22,4,15,19,100,"B2","Regular","C",105,"Centre"
107254,5445.27,1,0.66,6,6,23,90,"B6","Diesel","D",1784,"Ile-de-France"
107480,1128.12,1,0.48,7,12,20,100,"B2","Regular","D",1182,"Rhone-Alpes"
107660,1128.12,1,0.66,8,11,52,90,"B1","Diesel","C",120,"Languedoc-Roussillon"
107680,1128.12,1,1,5,14,50,62,"B2","Diesel","C",252,"Languedoc-Roussillon"
107682,1128.12,1,0.97,4,14,25,106,"B2","Regular","E",3963,"Languedoc-Roussillon"
107706,1128.12,1,1,4,11,56,50,"B3","Diesel","C",188,"Languedoc-Roussillon"
107732,3094.66,1,0.13,7,7,45,50,"B1","Regular","C",177,"Languedoc-Roussillon"
107995,767.04,1,0.59,5,7,51,50,"B5","Diesel","C",279,"Languedoc-Roussillon"
108019,1128.12,1,0.78,10,12,34,72,"B5","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
108034,636.99,1,1,5,4,22,50,"B2","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
108041,2126.2,1,0.81,4,10,23,95,"B5","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
108045,1128.12,1,0.98,6,7,32,90,"B13","Diesel","E",2715,"Provence-Alpes-Cotes-D'Azur"
108054,12284.35,1,0.27,5,7,26,99,"B5","Diesel","C",415,"Aquitaine"
108084,1128.12,1,1,6,1,31,55,"B2","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
108110,1128.12,1,1,4,11,42,50,"B6","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
108115,631.84,1,0.48,4,1,28,72,"B4","Diesel","E",3021,"Bretagne"
108153,65.57,1,0.65,5,1,45,50,"B2","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
108183,1128.12,1,1,6,3,38,50,"B4","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
108186,9682.03,1,0.47,5,1,69,57,"B3","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
108218,1128.12,1,0.94,7,7,49,50,"B3","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
108321,1853.38,1,0.99,6,10,40,80,"B3","Diesel","E",2715,"Provence-Alpes-Cotes-D'Azur"
108336,1128.12,1,0.99,4,7,28,80,"B4","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
108363,6876.8,1,0.17,5,9,39,90,"B6","Diesel","D",1193,"Centre"
108535,66.55,1,0.35,6,3,29,90,"B1","Diesel","D",754,"Centre"
108542,1374.68,1,0.51,9,10,41,50,"B6","Regular","A",41,"Rhone-Alpes"
108543,84.6,1,0.09,6,8,41,100,"B3","Diesel","A",41,"Rhone-Alpes"
108546,1328.12,1,0.6,5,3,47,62,"B5","Regular","F",14368,"Ile-de-France"
108554,2070.6,1,0.56,5,0,51,50,"B3","Diesel","E",2715,"Centre"
108579,1128.12,1,0.45,10,0,32,72,"B3","Diesel","A",11,"Centre"
108767,1128.12,1,0.18,5,10,47,64,"B5","Diesel","D",1109,"Centre"
108786,9512.82,1,0.73,7,1,31,60,"B3","Diesel","A",26,"Centre"
108817,81.46,1,0.53,6,14,41,50,"B2","Regular","C",149,"Centre"
108832,17018.45,1,0.48,6,7,30,75,"B1","Diesel","A",20,"Centre"
108887,1128.12,1,0.44,6,8,22,100,"B6","Diesel","E",2710,"Basse-Normandie"
108896,2702.97,1,0.41,12,10,51,50,"B10","Regular","A",23,"Auvergne"
108902,1128.12,1,0.12,6,20,47,50,"B14","Regular","A",14,"Centre"
108910,1697.37,1,0.35,4,0,21,85,"B3","Diesel","C",149,"Centre"
109195,1128.12,1,0.22,6,6,55,50,"B6","Diesel","B",81,"Centre"
109234,1128.12,1,0.66,5,6,26,72,"B3","Regular","E",3708,"Bourgogne"
109247,1128.12,1,0.36,7,9,26,76,"B1","Diesel","C",220,"Centre"
109262,78.65,1,0.86,9,10,35,50,"B2","Regular","A",41,"Bourgogne"
109273,1128.12,1,0.43,8,13,53,50,"B2","Regular","A",43,"Centre"
109274,1128.12,1,0.37,8,13,53,50,"B2","Regular","A",43,"Centre"
109352,335.69,3,0.66,6,1,35,54,"B6","Diesel","C",136,"Ile-de-France"
109352,1128.12,3,0.66,6,1,35,54,"B6","Diesel","C",136,"Ile-de-France"
109352,1128.12,3,0.66,6,1,35,54,"B6","Diesel","C",136,"Ile-de-France"
109451,2493.88,1,0.52,7,12,35,72,"B2","Diesel","B",50,"Centre"
109460,75.32,1,1,4,12,26,68,"B1","Regular","F",27000,"Ile-de-France"
109504,1128.12,1,0.83,5,2,43,58,"B3","Diesel","C",298,"Centre"
109515,1185.49,1,0.21,7,11,20,100,"B6","Regular","B",56,"Centre"
109600,1236.54,1,0.57,6,3,30,76,"B2","Diesel","C",115,"Centre"
109617,11.57,1,0.5,5,5,69,50,"B4","Diesel","C",125,"Centre"
109652,2196.7,1,0.23,5,13,18,95,"B2","Diesel","B",50,"Centre"
109729,74966.23,1,0.48,7,12,41,50,"B4","Regular","A",25,"Bretagne"
109765,12782.99,1,0.13,5,10,32,80,"B2","Regular","B",70,"Bretagne"
109783,78.99,1,0.88,10,9,61,50,"B1","Regular","B",70,"Bretagne"
109793,564.06,1,0.83,6,9,31,51,"B1","Diesel","D",837,"Bretagne"
109821,2588.62,1,0.04,5,14,41,63,"B2","Regular","D",634,"Bretagne"
109851,876.82,1,0.62,9,17,47,50,"B10","Regular","B",65,"Bretagne"
109859,1128.12,1,0.3,4,9,19,100,"B2","Regular","A",34,"Bretagne"
109908,1128.12,1,0.39,7,14,42,80,"B1","Regular","D",634,"Bretagne"
109959,1128.12,1,0.07,4,11,66,50,"B6","Regular","B",52,"Bretagne"
110013,237.7,1,0.21,9,12,30,80,"B2","Regular","E",3688,"Rhone-Alpes"
110030,564.06,1,0.54,7,13,46,62,"B2","Diesel","C",238,"Poitou-Charentes"
110045,1234.71,1,0.71,7,5,42,50,"B6","Diesel","C",194,"Rhone-Alpes"
110053,984.32,1,0.48,5,6,38,76,"B12","Regular","E",3688,"Rhone-Alpes"
110065,598.94,1,0.48,6,17,34,52,"B5","Regular","E",3430,"Rhone-Alpes"
110073,1128.12,1,0.51,6,15,40,90,"B10","Diesel","E",3688,"Rhone-Alpes"
110132,1128.12,1,0.52,5,11,24,125,"B5","Diesel","E",3688,"Rhone-Alpes"
110277,1207.29,1,0.29,4,11,20,85,"B3","Diesel","E",3688,"Rhone-Alpes"
110342,13738.86,1,0.89,6,12,33,95,"B2","Regular","B",70,"Pays-de-la-Loire"
110346,878.76,1,1,4,8,40,65,"B6","Regular","C",109,"Basse-Normandie"
110368,1128.12,1,0.47,7,16,33,85,"B1","Regular","B",85,"Basse-Normandie"
110431,1354.76,1,0.33,4,1,54,90,"B1","Regular","B",67,"Basse-Normandie"
110533,1128.12,1,0.42,5,4,20,100,"B1","Regular","F",14200,"Ile-de-France"
110656,716.96,1,0.37,6,12,19,100,"B1","Diesel","D",625,"Languedoc-Roussillon"
110678,745.22,1,0.19,4,0,59,50,"B1","Regular","D",1541,"Languedoc-Roussillon"
110807,1128.12,1,0.74,6,14,27,100,"B2","Regular","A",36,"Centre"
110846,1128.12,2,0.43,6,13,20,100,"B1","Regular","C",203,"Centre"
110846,1403057.4,2,0.43,6,13,20,100,"B1","Regular","C",203,"Centre"
110847,142.07,1,0.8,5,4,40,72,"B3","Diesel","A",19,"Pays-de-la-Loire"
110881,1128.12,1,0.53,6,4,33,72,"B1","Diesel","D",741,"Centre"
110888,1128.12,1,0.31,6,8,43,95,"B6","Diesel","D",741,"Centre"
110913,1201.58,1,0.39,7,16,41,50,"B1","Regular","D",741,"Centre"
110923,1128.12,1,0.28,9,8,26,118,"B10","Diesel","D",741,"Centre"
111240,1634.04,1,0.62,6,11,23,90,"B1","Diesel","D",516,"Rhone-Alpes"
111264,72.93,1,0.81,4,9,32,54,"B2","Regular","C",406,"Rhone-Alpes"
111305,1128.12,1,0.67,5,10,63,50,"B4","Regular","D",1962,"Rhone-Alpes"
111377,266.13,1,0.49,6,10,20,100,"B3","Diesel","D",516,"Rhone-Alpes"
111551,1128.12,1,0.18,4,20,35,100,"B1","Regular","C",206,"Provence-Alpes-Cotes-D'Azur"
111863,2652.61,1,0.75,5,1,26,64,"B3","Diesel","E",2740,"Picardie"
111880,476.72,1,0.75,4,7,51,64,"B1","Regular","C",303,"Picardie"
111891,1128.12,1,0.73,6,7,21,106,"B1","Diesel","C",221,"Picardie"
111900,1129.17,1,0.28,4,8,26,95,"B13","Regular","E",2740,"Picardie"
111961,1851.21,1,0.54,7,8,20,100,"B2","Diesel","E",3021,"Bretagne"
111985,551.05,1,0.58,5,5,45,80,"B13","Diesel","B",83,"Picardie"
111992,1128.12,1,0.42,5,7,19,100,"B1","Regular","B",56,"Picardie"
112039,1128.12,1,0.29,6,4,31,104,"B3","Diesel","E",3095,"Nord-Pas-de-Calais"
112041,1067.14,1,0.29,4,14,24,90,"B5","Regular","E",2740,"Picardie"
112061,860.06,1,0.14,7,0,77,50,"B3","Regular","A",23,"Picardie"
112150,1128.12,1,0.8,6,14,23,95,"B1","Diesel","A",38,"Centre"
112163,1128.12,1,0.94,5,9,30,67,"B2","Diesel","B",78,"Centre"
112169,1043.57,1,0.42,7,4,60,50,"B2","Regular","B",61,"Centre"
112234,1128.12,1,0.08,6,9,36,73,"B1","Diesel","D",1313,"Centre"
112245,1128.12,1,0.81,6,2,29,100,"B1","Diesel","D",1313,"Centre"
112306,1128.12,1,0.68,5,11,22,100,"B5","Diesel","B",61,"Centre"
112324,75.32,1,0.66,14,16,47,50,"B13","Regular","C",155,"Centre"
112375,76.22,1,0.56,6,9,20,112,"B2","Diesel","C",109,"Centre"
112378,1096.93,1,0.51,5,4,51,50,"B4","Regular","D",1313,"Centre"
112577,504.73,1,0.96,10,5,50,50,"B5","Diesel","D",898,"Provence-Alpes-Cotes-D'Azur"
112606,1181.05,1,0.95,5,5,47,50,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
112643,1128.12,1,0.94,7,10,48,50,"B2","Diesel","D",613,"Provence-Alpes-Cotes-D'Azur"
112646,564.06,2,0.31,7,12,20,100,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
112646,1018.71,2,0.31,7,12,20,100,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
112726,1129.07,1,0.59,6,9,41,72,"B2","Regular","D",610,"Provence-Alpes-Cotes-D'Azur"
112769,251.22,1,0.75,5,6,28,67,"B2","Diesel","D",828,"Provence-Alpes-Cotes-D'Azur"
112813,393.01,1,0.17,7,7,37,63,"B6","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
112860,1128.12,1,0.8,8,13,38,58,"B2","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
112934,2191.12,1,0.91,5,7,26,60,"B3","Diesel","C",473,"Bretagne"
113216,1301.04,1,0.61,7,6,35,50,"B1","Regular","D",740,"Rhone-Alpes"
113314,4074.95,1,0.44,6,7,21,85,"B2","Regular","D",889,"Rhone-Alpes"
113328,1128.12,1,0.27,5,9,21,90,"B2","Diesel","C",177,"Rhone-Alpes"
113342,460.88,1,0.41,7,8,29,62,"B6","Regular","D",542,"Rhone-Alpes"
113380,214.19,2,0.3,9,0,25,90,"B10","Diesel","E",3657,"Rhone-Alpes"
113380,1128.12,2,0.3,9,0,25,90,"B10","Diesel","E",3657,"Rhone-Alpes"
113402,1128.12,1,0.23,6,4,23,118,"B2","Diesel","C",155,"Rhone-Alpes"
113464,1128.12,1,0.08,10,7,51,52,"B13","Diesel","A",12,"Centre"
113750,1128.12,1,0.23,7,14,59,62,"B4","Regular","E",3866,"Centre"
113774,283.55,1,0.24,10,2,65,50,"B6","Diesel","A",49,"Centre"
113784,68,1,0.75,6,9,43,50,"B6","Diesel","C",405,"Centre"
113850,1433.02,1,0.67,7,15,50,50,"B1","Regular","C",405,"Centre"
113853,1128.12,1,0.61,6,8,34,76,"B1","Diesel","C",405,"Centre"
113859,228.11,1,0.65,4,14,30,51,"B1","Diesel","A",12,"Centre"
113876,1128.12,1,0.6,6,9,55,71,"B1","Diesel","A",12,"Centre"
113887,1128.12,1,0.26,6,2,28,156,"B1","Regular","D",1943,"Centre"
113894,1128.12,1,0.53,7,8,21,125,"B2","Regular","A",49,"Centre"
113953,1128.12,1,0.33,6,10,25,112,"B1","Diesel","A",11,"Centre"
113970,63.27,1,0.43,8,0,41,50,"B12","Diesel","C",405,"Centre"
113985,69.65,1,0.37,10,7,28,68,"B6","Regular","C",405,"Centre"
113997,1128.12,1,1,4,10,46,62,"B2","Regular","C",302,"Rhone-Alpes"
114053,1740.98,1,0.33,7,11,44,100,"B2","Regular","E",8455,"Rhone-Alpes"
114083,1128.12,1,0.65,11,0,40,50,"B14","Diesel","D",593,"Rhone-Alpes"
114088,1128.12,1,0.77,12,1,38,50,"B12","Diesel","D",1002,"Rhone-Alpes"
114198,1128.12,1,0.5,7,12,79,50,"B2","Regular","E",8455,"Rhone-Alpes"
114478,805.88,1,0.49,5,2,26,80,"B3","Diesel","D",1287,"Aquitaine"
114568,8169.67,1,0.33,5,9,40,80,"B5","Diesel","C",312,"Aquitaine"
114585,14.98,1,0.32,7,5,44,50,"B11","Diesel","E",4348,"Aquitaine"
114849,1283.01,1,0.1,7,13,21,100,"B2","Regular","B",91,"Centre"
114918,2887.94,1,0.01,6,18,20,100,"B1","Regular","E",3866,"Centre"
114983,1128.12,1,0.14,6,5,40,56,"B2","Diesel","A",45,"Centre"
115165,1128.12,2,0.04,7,8,19,100,"B2","Regular","E",2103,"Basse-Normandie"
115165,1026.75,2,0.04,7,8,19,100,"B2","Regular","E",2103,"Basse-Normandie"
115178,1128.12,1,0.17,5,14,44,61,"B6","Regular","C",139,"Basse-Normandie"
115208,225.99,1,0.55,5,7,57,50,"B5","Diesel","D",1313,"Centre"
115335,1128.12,1,0.44,6,10,24,85,"B3","Regular","D",1535,"Aquitaine"
115353,936.5,1,0.3,7,12,20,85,"B1","Regular","D",1313,"Centre"
115361,1128.12,1,0.38,10,14,23,112,"B2","Diesel","C",222,"Centre"
115372,1128.12,1,0.36,6,12,21,125,"B1","Regular","C",298,"Centre"
115380,4391.96,1,0.34,10,13,30,72,"B10","Diesel","D",1920,"Pays-de-la-Loire"
115548,1128.12,1,0.45,5,6,21,125,"B3","Regular","D",1601,"Lorraine"
115621,1128.12,1,0.29,6,13,33,76,"B2","Diesel","D",1397,"Lorraine"
116185,3944.79,2,0.74,9,8,52,50,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
116185,173.59,2,0.74,9,8,52,50,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
116188,1128.12,1,0.19,4,13,50,50,"B2","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
116295,1848.94,1,0.5,9,6,25,76,"B11","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
116381,579.17,1,0.59,4,8,47,50,"B2","Regular","E",2715,"Provence-Alpes-Cotes-D'Azur"
116387,1128.12,1,0.41,4,14,23,125,"B4","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
116434,1128.12,1,0.29,5,5,44,51,"B3","Regular","C",162,"Provence-Alpes-Cotes-D'Azur"
116435,1128.12,1,0.29,6,3,44,78,"B12","Regular","C",162,"Provence-Alpes-Cotes-D'Azur"
116458,1128.12,1,0.48,8,11,27,148,"B14","Diesel","E",2715,"Provence-Alpes-Cotes-D'Azur"
116476,1128.12,1,0.64,6,7,44,63,"B3","Regular","C",159,"Provence-Alpes-Cotes-D'Azur"
116528,1128.12,1,0.5,5,5,55,68,"B13","Diesel","D",1165,"Bretagne"
116532,1128.12,1,0.5,8,11,51,58,"B1","Diesel","C",158,"Bretagne"
116538,2028.84,1,0.5,5,2,59,50,"B2","Diesel","C",433,"Provence-Alpes-Cotes-D'Azur"
116557,1542.52,1,0.46,9,12,44,50,"B3","Regular","C",461,"Bretagne"
116561,1128.12,1,0.42,6,12,56,50,"B1","Diesel","D",1244,"Bretagne"
116570,642.33,1,0.06,4,15,65,50,"B5","Regular","C",111,"Bretagne"
116879,1128.12,1,0.15,7,11,18,100,"B1","Regular","C",151,"Centre"
117207,1128.12,1,0.25,4,11,21,106,"B1","Diesel","A",41,"Centre"
117223,792.67,1,0.14,5,14,18,63,"B2","Diesel","A",44,"Centre"
117286,1128.12,1,0.12,4,5,30,68,"B2","Regular","D",614,"Centre"
117386,1128.12,1,0.18,5,4,52,50,"B5","Diesel","C",214,"Bourgogne"
117393,7793.63,1,0.33,5,0,27,61,"B3","Diesel","D",1054,"Centre"
117591,361.25,1,0.05,13,10,31,100,"B11","Regular","E",6465,"Ile-de-France"
118220,657.43,1,0.33,10,10,31,50,"B2","Diesel","E",8549,"Rhone-Alpes"
118870,647.92,1,0.45,6,9,49,50,"B2","Diesel","A",12,"Centre"
118924,69.65,1,0.29,7,10,43,50,"B2","Regular","C",405,"Centre"
118982,3235.43,1,0.15,9,7,18,100,"B4","Regular","A",10,"Centre"
119370,54.83,1,0.13,9,11,20,95,"B3","Regular","D",1466,"Nord-Pas-de-Calais"
119453,1128.12,1,0.5,6,17,65,58,"B1","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
119493,3748.82,1,0.06,6,11,47,50,"B2","Regular","E",2715,"Provence-Alpes-Cotes-D'Azur"
119512,474.38,1,0.43,6,0,25,106,"B3","Diesel","D",721,"Provence-Alpes-Cotes-D'Azur"
119641,647.45,1,0.24,7,4,30,64,"B4","Regular","C",343,"Provence-Alpes-Cotes-D'Azur"
119785,1128.12,1,0.09,4,16,19,100,"B1","Regular","E",3430,"Rhone-Alpes"
119810,1128.12,1,0.12,4,11,51,100,"B1","Diesel","E",3688,"Rhone-Alpes"
119991,1759.49,2,0.46,5,2,48,50,"B5","Regular","E",3095,"Nord-Pas-de-Calais"
119991,2144.68,2,0.46,5,2,48,50,"B5","Regular","E",3095,"Nord-Pas-de-Calais"
120042,1128.12,1,0.31,7,11,48,95,"B3","Regular","E",3321,"Nord-Pas-de-Calais"
120121,151.25,1,0.16,10,0,60,50,"B12","Regular","D",602,"Languedoc-Roussillon"
120233,1128.12,1,0.09,7,4,21,118,"B6","Diesel","C",271,"Centre"
120246,2752,1,0.03,5,4,30,50,"B5","Diesel","C",271,"Centre"
120391,1428.12,1,0.25,4,6,24,85,"B2","Regular","D",657,"Poitou-Charentes"
120480,1128.12,1,0.27,8,15,41,62,"B13","Regular","E",2103,"Basse-Normandie"
120998,515.38,1,0.23,4,10,18,100,"B2","Regular","C",395,"Pays-de-la-Loire"
121200,405.45,1,0.33,4,4,48,50,"B5","Regular","D",542,"Nord-Pas-de-Calais"
121216,1128.12,1,0.07,7,7,47,68,"B3","Diesel","D",542,"Nord-Pas-de-Calais"
121336,1128.12,1,0.27,5,4,51,50,"B2","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
121470,1128.12,1,0.13,7,6,42,50,"B11","Diesel","D",1403,"Provence-Alpes-Cotes-D'Azur"
121540,1105.44,1,0.08,7,15,40,95,"B1","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
125345,1128.12,1,1,5,4,74,50,"B1","Regular","C",298,"Centre"
125402,1203.84,1,0.00819672131147541,6,9,76,50,"B1","Regular","C",405,"Centre"
125424,29.42,1,0.44,4,9,37,50,"B2","Diesel","A",27,"Centre"
125502,1227.94,1,0.73,7,7,80,50,"B1","Regular","B",78,"Centre"
125579,607.66,1,0.58,6,2,42,57,"B12","Regular","C",182,"Centre"
125646,1128.12,1,1,8,5,53,50,"B6","Diesel","B",84,"Centre"
125687,1605.86,1,1,7,2,68,50,"B2","Regular","C",255,"Centre"
125817,3493.67,1,0.37,5,2,50,50,"B5","Regular","C",493,"Centre"
125899,1128.12,2,1,6,12,70,96,"B13","Regular","E",4116,"Centre"
125899,790.94,2,1,6,12,70,96,"B13","Regular","E",4116,"Centre"
125903,71791.29,1,0.06,5,0,32,62,"B2","Diesel","E",4116,"Centre"
125996,54.48,1,1,5,8,30,95,"B1","Regular","D",1027,"Centre"
126086,1128.12,1,1,4,4,79,50,"B1","Regular","C",335,"Centre"
126132,2780.55,1,0.1,7,11,52,50,"B1","Regular","C",370,"Centre"
126185,2868.81,1,1,6,4,78,56,"B1","Regular","B",54,"Bretagne"
126214,75.92,1,0.93,4,2,72,50,"B1","Regular","B",73,"Centre"
126258,423.5,1,1,6,7,51,50,"B1","Diesel","C",175,"Bretagne"
126388,566.2,1,0.47,5,6,44,55,"B4","Diesel","E",4128,"Pays-de-la-Loire"
126413,1128.12,1,1,5,7,39,118,"B1","Regular","D",1265,"Poitou-Charentes"
126423,318.52,1,0.48,10,6,50,76,"B2","Diesel","C",197,"Pays-de-la-Loire"
126559,1128.12,1,0.81,4,1,50,50,"B2","Regular","E",4427,"Ile-de-France"
126584,1128.12,1,1,9,22,56,58,"B5","Regular","C",227,"Poitou-Charentes"
126592,564.06,1,1,7,7,55,50,"B2","Diesel","E",6736,"Ile-de-France"
126659,15.08,1,0.3,8,4,48,96,"B6","Diesel","E",8455,"Rhone-Alpes"
126733,570.88,1,0.74,5,5,37,50,"B1","Regular","D",1182,"Rhone-Alpes"
126736,1128.12,1,1,5,5,50,76,"B1","Regular","E",8455,"Rhone-Alpes"
126761,773.45,1,1,6,4,63,95,"B2","Diesel","E",5202,"Ile-de-France"
126782,1128.12,1,0.56,6,19,64,50,"B1","Regular","C",182,"Centre"
126787,1128.12,1,1,6,3,61,64,"B2","Diesel","A",17,"Centre"
126804,1128,1,1,4,14,47,57,"B1","Regular","A",31,"Centre"
126889,1128.12,1,0.1,5,0,66,50,"B1","Diesel","B",50,"Centre"
126948,548.82,1,0.75,6,10,48,50,"B1","Diesel","C",214,"Centre"
126960,1128.12,1,1,4,10,72,50,"B4","Regular","A",49,"Centre"
127009,8901.3,1,0.41,13,1,86,62,"B2","Regular","B",61,"Centre"
127138,1128.12,1,0.5,7,2,60,85,"B10","Diesel","C",295,"Centre"
127192,382.81,1,1,4,8,78,50,"B2","Regular","C",252,"Centre"
127235,1128.12,1,0.59,6,12,43,50,"B1","Diesel","A",18,"Centre"
127262,686.02,1,0.87,5,12,38,50,"B2","Diesel","B",79,"Centre"
127335,135.17,1,1,4,3,69,50,"B1","Regular","A",26,"Centre"
127347,1213.09,1,1,7,12,43,50,"B1","Regular","A",23,"Centre"
127584,1128.12,2,0.83,8,1,51,77,"B2","Diesel","F",27000,"Ile-de-France"
127584,1444.28,2,0.83,8,1,51,77,"B2","Diesel","F",27000,"Ile-de-France"
127683,980.57,1,1,6,6,64,57,"B2","Diesel","E",3386,"Bretagne"
127803,159.98,1,0.66,5,9,53,50,"B5","Diesel","C",122,"Basse-Normandie"
127859,17263.73,1,0.17,5,8,80,50,"B1","Regular","B",51,"Centre"
127946,1128.12,1,0.5,8,2,50,50,"B10","Diesel","C",182,"Centre"
127951,23.26,1,0.26,6,11,39,63,"B6","Regular","C",283,"Basse-Normandie"
127959,99,1,1,6,3,45,50,"B2","Diesel","B",67,"Poitou-Charentes"
127981,535.43,1,1,5,10,51,50,"B1","Regular","D",983,"Pays-de-la-Loire"
128022,938.12,1,0.03,4,11,38,54,"B1","Regular","E",4128,"Pays-de-la-Loire"
128077,274.52,1,1,4,22,66,50,"B2","Regular","A",45,"Poitou-Charentes"
128107,1128.12,1,0.84,5,16,43,50,"B2","Diesel","E",3859,"Rhone-Alpes"
128116,1128.12,1,1,9,12,74,50,"B1","Regular","C",272,"Rhone-Alpes"
128212,1128.12,2,1,6,4,53,50,"B2","Diesel","A",46,"Poitou-Charentes"
128212,1838.11,2,1,6,4,53,50,"B2","Diesel","A",46,"Poitou-Charentes"
128252,239.8,1,0.84,5,0,56,50,"B2","Diesel","E",4172,"Rhone-Alpes"
128259,1128.12,1,0.29,6,18,80,50,"B1","Regular","C",102,"Poitou-Charentes"
128438,241.03,1,1,4,3,54,50,"B1","Regular","D",745,"Rhone-Alpes"
128539,1030.5,1,0.96,8,12,50,112,"B1","Diesel","B",97,"Bretagne"
128541,3496.89,1,1,6,8,49,50,"B2","Diesel","B",54,"Bretagne"
128547,889.68,1,1,5,4,50,50,"B4","Regular","C",229,"Bretagne"
128571,640.24,1,1,6,6,39,56,"B1","Diesel","D",1165,"Bretagne"
128622,1128.12,1,0.09,6,15,39,50,"B2","Diesel","A",32,"Centre"
128640,1128.12,1,1,7,6,51,51,"B11","Diesel","C",393,"Centre"
128696,1128.12,1,1,7,11,44,59,"B1","Regular","C",105,"Centre"
128837,1128.12,1,1,5,5,72,50,"B1","Regular","C",240,"Rhone-Alpes"
128839,1128.12,1,1,6,4,51,50,"B5","Regular","E",8455,"Rhone-Alpes"
128860,2738.56,1,1,5,6,56,95,"B2","Diesel","C",240,"Rhone-Alpes"
128949,585.63,1,1,7,5,38,50,"B1","Diesel","C",119,"Rhone-Alpes"
129005,1128.12,1,0.68,5,6,56,50,"B1","Regular","B",75,"Rhone-Alpes"
129047,1128.12,1,1,8,9,89,50,"B4","Regular","E",8455,"Rhone-Alpes"
129062,1128.12,1,0.56,7,0,35,60,"B2","Regular","D",1182,"Rhone-Alpes"
129068,1054.84,1,0.74,5,0,80,50,"B2","Regular","E",2051,"Rhone-Alpes"
129088,564.06,1,1,4,11,55,50,"B5","Regular","C",256,"Rhone-Alpes"
129116,1128.12,1,0.86,7,14,48,62,"B2","Regular","C",287,"Bretagne"
129119,1128.12,1,1,13,3,45,55,"B5","Regular","D",831,"Poitou-Charentes"
129137,1630.13,1,0.26,5,7,51,64,"B2","Regular","F",27000,"Ile-de-France"
129147,1312.57,1,1,7,5,37,80,"B1","Diesel","C",153,"Bretagne"
129149,266.79,1,1,9,24,55,50,"B5","Regular","B",73,"Centre"
129224,1128.12,1,1,7,7,52,100,"B1","Regular","C",152,"Bretagne"
129252,799.9,1,0.26,7,5,54,63,"B6","Diesel","C",473,"Bretagne"
129253,3512.61,1,1,4,3,36,54,"B4","Diesel","E",3021,"Bretagne"
129270,1391.7,1,0.52,10,0,45,63,"B14","Diesel","E",3341,"Ile-de-France"
129345,1128.12,1,0.48,5,12,48,50,"B2","Regular","E",4128,"Pays-de-la-Loire"
129386,2063.14,1,1,6,7,77,50,"B1","Regular","E",2767,"Pays-de-la-Loire"
129403,69.41,1,1,6,5,55,50,"B1","Diesel","C",283,"Basse-Normandie"
129438,1128.12,1,1,6,11,46,50,"B1","Diesel","C",125,"Bretagne"
129531,2202.89,1,0.62,7,15,41,50,"B1","Regular","D",1109,"Centre"
129551,921.18,1,0.66,6,9,66,50,"B2","Diesel","E",4116,"Centre"
129592,1128.12,1,1,6,9,35,50,"B1","Diesel","A",12,"Centre"
129635,96.84,1,1,6,6,49,50,"B1","Diesel","B",56,"Centre"
129655,1128.12,1,1,6,9,38,50,"B2","Diesel","D",1380,"Ile-de-France"
